category,term,number_of_genes,number_of_genes_in_background,ncbiTaxonId,inputGenes,preferredNames,p_value,fdr,description
Keyword,KW-0548,11,28,318829,"318829.MGG_00943T0,318829.MGG_01003T0,318829.MGG_01158T0,318829.MGG_01572T0,318829.MGG_01631T0,318829.MGG_04477T0,318829.MGG_04652T0,318829.MGG_04714T0,318829.MGG_05098T0,318829.MGG_13453T0,318829.MGG_15027T0","MGG_00943,MGG_01003,MGG_01158,MGG_01572,MGG_01631,MGG_04477,MGG_04652,MGG_04714,MGG_05098,MGG_13453,MGG_12639",0.0065,0.0239,Nucleotidyltransferase
Keyword,KW-0560,88,312,318829,"318829.MGG_00168T0,318829.MGG_00175T0,318829.MGG_00212T0,318829.MGG_00431T0,318829.MGG_00652T0,318829.MGG_00832T0,318829.MGG_01084T0,318829.MGG_01230T0,318829.MGG_01284T0,318829.MGG_01309T0,318829.MGG_01353T0,318829.MGG_01359T0,318829.MGG_01404T0,318829.MGG_01473T0,318829.MGG_01723T0,318829.MGG_01725T0,318829.MGG_01728T0,318829.MGG_01790T0,318829.MGG_01925T0,318829.MGG_01991T0,318829.MGG_02085T0,318829.MGG_02496T0,318829.MGG_02540T0,318829.MGG_02593T0,318829.MGG_02625T0,318829.MGG_02690T0,318829.MGG_03126T0,318829.MGG_03147T0,318829.MGG_03375T0,318829.MGG_03699T0,318829.MGG_03708T0,318829.MGG_03840T0,318829.MGG_03900T0,318829.MGG_04034T0,318829.MGG_04118T0,318829.MGG_04212T0,318829.MGG_04244T0,318829.MGG_04337T0,318829.MGG_04432T0,318829.MGG_05008T0,318829.MGG_05140T0,318829.MGG_05223T0,318829.MGG_05247T0,318829.MGG_05283T0,318829.MGG_05814T0,318829.MGG_05949T0,318829.MGG_06011T0,318829.MGG_06062T0,318829.MGG_06371T0,318829.MGG_06376T0,318829.MGG_06487T0,318829.MGG_06623T0,318829.MGG_07000T0,318829.MGG_07117T0,318829.MGG_07261T0,318829.MGG_07268T0,318829.MGG_07307T0,318829.MGG_07460T0,318829.MGG_07937T0,318829.MGG_08074T0,318829.MGG_08171T0,318829.MGG_08311T0,318829.MGG_08359T0,318829.MGG_08661T0,318829.MGG_08690T0,318829.MGG_08725T0,318829.MGG_08795T0,318829.MGG_08835T0,318829.MGG_08975T0,318829.MGG_09156T0,318829.MGG_09367T0,318829.MGG_09456T0,318829.MGG_09924T0,318829.MGG_09926T0,318829.MGG_10879T0,318829.MGG_11450T0,318829.MGG_11608T0,318829.MGG_11794T0,318829.MGG_12467T0,318829.MGG_12749T0,318829.MGG_13291T0,318829.MGG_13928T0,318829.MGG_15038T0,318829.MGG_15774T0,318829.MGG_16866T0,318829.MGG_17072T0,318829.MGG_17472T0,318829.MGG_17513T0","MGG_00168,MGG_00175,MGG_00212,MGG_00431,MGG_00652,MGG_00832,MGG_01084,MGG_01230,MGG_01284,MGG_01309,MGG_01353,MGG_01359,MGG_01404,MGG_01473,MGG_01723,MGG_01725,MGG_01728,MGG_01790,MGG_01925,MGG_01991,MGG_02085,MGG_02496,MGG_02540,MGG_02593,MGG_02625,MGG_02690,MGG_03126,MGG_03147,MGG_03375,MGG_03699,MGG_03708,MGG_03840,MGG_03900,MGG_04034,MGG_04118,MGG_04212,MGG_04244,MGG_04337,MGG_04432,MGG_05008,MGG_05140,MGG_05223,MGG_05247,MGG_05283,MGG_05814,MGG_05949,MGG_06011,MGG_06062,MGG_06371,MGG_06376,MGG_06487,MGG_06623,MGG_07000,MGG_07117,MGG_07261,MGG_07268,MGG_07307,MGG_07460,MGG_07937,MGG_08074,MGG_08171,MGG_08311,MGG_08359,MGG_08661,MGG_08690,MGG_08725,MGG_08795,MGG_08835,MGG_08975,MGG_09156,MGG_09367,MGG_09456,MGG_09924,MGG_09926,MGG_10879,MGG_11450,MGG_11608,MGG_11794,MGG_12467,MGG_12749,MGG_13291,MGG_13928,MGG_12517,MGG_01808,MGG_05093,MGG_13528,MGG_00335,MGG_00189",4.28e-08,7.18e-07,Oxidoreductase
Keyword,KW-0627,4,4,318829,"318829.MGG_01622T0,318829.MGG_09924T0,318829.MGG_10655T0,318829.MGG_15723T0","MGG_01622,MGG_09924,MGG_10655,MGG_01513",0.011,0.0358,Porphyrin biosynthesis
Keyword,KW-0645,45,153,318829,"318829.MGG_00170T0,318829.MGG_00172T0,318829.MGG_00309T0,318829.MGG_00330T0,318829.MGG_00331T0,318829.MGG_00908T0,318829.MGG_00922T0,318829.MGG_01153T0,318829.MGG_01380T0,318829.MGG_01581T0,318829.MGG_01683T0,318829.MGG_02086T0,318829.MGG_02440T0,318829.MGG_02531T0,318829.MGG_03670T0,318829.MGG_04053T0,318829.MGG_04551T0,318829.MGG_04858T0,318829.MGG_04926T0,318829.MGG_05477T0,318829.MGG_06472T0,318829.MGG_06587T0,318829.MGG_07031T0,318829.MGG_07130T0,318829.MGG_07165T0,318829.MGG_07536T0,318829.MGG_07727T0,318829.MGG_07981T0,318829.MGG_08270T0,318829.MGG_08343T0,318829.MGG_08758T0,318829.MGG_09190T0,318829.MGG_09352T0,318829.MGG_09530T0,318829.MGG_09817T0,318829.MGG_10126T0,318829.MGG_10171T0,318829.MGG_11141T0,318829.MGG_11771T0,318829.MGG_12773T0,318829.MGG_12925T0,318829.MGG_14872T0,318829.MGG_16395T0,318829.MGG_16472T0,318829.MGG_17533T0","MGG_00170,MGG_00172,MGG_00309,MGG_00330,MGG_00331,MGG_00908,MGG_00922,MGG_01153,MGG_01380,MGG_01581,MGG_01683,MGG_02086,MGG_02440,MGG_02531,MGG_03670,MGG_04053,MGG_04551,MGG_04858,MGG_04926,MGG_05477,MGG_06472,MGG_06587,MGG_07031,MGG_07130,MGG_07165,MGG_07536,MGG_07727,MGG_07981,MGG_08270,MGG_08343,MGG_08758,MGG_09190,MGG_09352,MGG_09530,MGG_09817,MGG_10126,MGG_10171,MGG_11141,MGG_11771,MGG_12773,MGG_12925,MGG_03260,MGG_05537,MGG_10606,MGG_00113",3.64e-05,0.00029,Protease
Keyword,KW-0647,25,27,318829,"318829.MGG_00170T0,318829.MGG_00331T0,318829.MGG_00884T0,318829.MGG_01059T0,318829.MGG_01153T0,318829.MGG_02086T0,318829.MGG_02608T0,318829.MGG_03211T0,318829.MGG_03512T0,318829.MGG_03524T0,318829.MGG_04053T0,318829.MGG_04506T0,318829.MGG_04529T0,318829.MGG_04551T0,318829.MGG_04622T0,318829.MGG_05991T0,318829.MGG_06472T0,318829.MGG_07031T0,318829.MGG_07120T0,318829.MGG_07130T0,318829.MGG_07165T0,318829.MGG_07727T0,318829.MGG_08343T0,318829.MGG_09953T0,318829.MGG_16706T0","MGG_00170,MGG_00331,MGG_00884,MGG_01059,MGG_01153,MGG_02086,MGG_02608,MGG_03211,MGG_03512,MGG_03524,MGG_04053,MGG_04506,MGG_04529,MGG_04551,MGG_04622,MGG_05991,MGG_06472,MGG_07031,MGG_07120,MGG_07130,MGG_07165,MGG_07727,MGG_08343,MGG_09953,MGG_16706",3.23e-10,8.8e-09,Proteasome
Keyword,KW-0648,34,74,318829,"318829.MGG_00341T0,318829.MGG_00789T0,318829.MGG_00847T0,318829.MGG_01046T0,318829.MGG_01165T0,318829.MGG_01592T0,318829.MGG_01671T0,318829.MGG_01742T0,318829.MGG_02449T0,318829.MGG_02504T0,318829.MGG_03220T0,318829.MGG_03607T0,318829.MGG_03641T0,318829.MGG_04396T0,318829.MGG_04436T0,318829.MGG_04647T0,318829.MGG_04941T0,318829.MGG_05264T0,318829.MGG_05956T0,318829.MGG_06066T0,318829.MGG_06077T0,318829.MGG_06936T0,318829.MGG_07033T0,318829.MGG_08162T0,318829.MGG_08866T0,318829.MGG_09080T0,318829.MGG_09393T0,318829.MGG_09540T0,318829.MGG_11382T0,318829.MGG_13200T0,318829.MGG_13474T0,318829.MGG_13511T0,318829.MGG_14971T0,318829.MGG_16739T0","MGG_00341,MGG_00789,MGG_00847,MGG_01046,MGG_01165,MGG_01592,MGG_01671,MGG_01742,MGG_02449,MGG_02504,MGG_03220,MGG_03607,MGG_03641,MGG_04396,MGG_04436,MGG_04647,MGG_04941,MGG_05264,MGG_05956,MGG_06066,MGG_06077,MGG_06936,DED1,MGG_08162,MGG_08866,MGG_09080,MGG_09393,MGG_09540,MGG_11382,MGG_13200,MGG_13474,MGG_13511,MGG_12035,MGG_06019",1.5e-07,2.04e-06,Protein biosynthesis
Keyword,KW-0653,28,79,318829,"318829.MGG_00162T0,318829.MGG_01062T0,318829.MGG_01108T0,318829.MGG_01434T0,318829.MGG_02634T0,318829.MGG_03320T0,318829.MGG_03511T0,318829.MGG_04219T0,318829.MGG_04856T0,318829.MGG_05676T0,318829.MGG_06362T0,318829.MGG_06366T0,318829.MGG_06427T0,318829.MGG_06569T0,318829.MGG_06860T0,318829.MGG_06910T0,318829.MGG_07035T0,318829.MGG_07150T0,318829.MGG_07297T0,318829.MGG_07333T0,318829.MGG_09346T0,318829.MGG_09564T0,318829.MGG_09952T0,318829.MGG_10504T0,318829.MGG_10633T0,318829.MGG_14666T0,318829.MGG_15072T0,318829.MGG_16734T0","MGG_00162,MGG_01062,MGG_01108,MGG_01434,MGG_02634,MGG_03320,MGG_03511,MGG_04219,MGG_04856,MGG_05676,MGG_06362,MGG_06366,MGG_06427,MGG_06569,MGG_06860,MGG_06910,MGG_07035,MGG_07150,MGG_07297,MGG_07333,MGG_09346,MGG_09564,MGG_09952,MGG_10504,MGG_10633,MGG_11532,MGG_07060,ATG2",8.35e-05,0.00065,Protein transport
Keyword,KW-0658,5,6,318829,"318829.MGG_00919T0,318829.MGG_01256T0,318829.MGG_03645T0,318829.MGG_03699T0,318829.MGG_04618T0","MGG_00919,MGG_01256,MGG_03645,MGG_03699,MGG_04618",0.0071,0.0243,Purine biosynthesis
Keyword,KW-0663,26,32,318829,"318829.MGG_00923T0,318829.MGG_00942T0,318829.MGG_01662T0,318829.MGG_01819T0,318829.MGG_02378T0,318829.MGG_02489T0,318829.MGG_02525T0,318829.MGG_02812T0,318829.MGG_03494T0,318829.MGG_03869T0,318829.MGG_04764T0,318829.MGG_05938T0,318829.MGG_06392T0,318829.MGG_06446T0,318829.MGG_07074T0,318829.MGG_07195T0,318829.MGG_07224T0,318829.MGG_07384T0,318829.MGG_08923T0,318829.MGG_09492T0,318829.MGG_10380T0,318829.MGG_11934T0,318829.MGG_12805T0,318829.MGG_13781T0,318829.MGG_15038T0,318829.MGG_15888T0","MGG_00923,MGG_00942,MGG_01662,MGG_01819,MGG_02378,MGG_02489,MGG_02525,MGG_02812,MGG_03494,MGG_03869,MGG_04764,MGG_05938,MGG_06392,MGG_06446,MGG_07074,MGG_07195,MGG_07224,MGG_07384,MGG_08923,MGG_09492,MGG_10380,MGG_11934,MGG_12805,MGG_13781,MGG_12517,MGG_07241",9.79e-10,2.13e-08,Pyridoxal phosphate
Keyword,KW-0670,7,12,318829,"318829.MGG_00450T0,318829.MGG_06371T0,318829.MGG_07756T0,318829.MGG_08063T0,318829.MGG_08842T0,318829.MGG_09878T0,318829.MGG_10569T0","MGG_00450,MGG_06371,MGG_07756,MGG_08063,MGG_08842,MGG_09878,MGG_10569",0.0059,0.0225,Pyruvate
Keyword,KW-0675,9,20,318829,"318829.MGG_00274T0,318829.MGG_00979T0,318829.MGG_02663T0,318829.MGG_05151T0,318829.MGG_05210T0,318829.MGG_06097T0,318829.MGG_07209T0,318829.MGG_08637T0,318829.MGG_10588T0","MGG_00274,MGG_00979,MGG_02663,MGG_05151,MGG_05210,MGG_06097,MGG_07209,MGG_08637,MGG_10588",0.0068,0.0241,Receptor
Keyword,KW-0676,5,5,318829,"318829.MGG_01284T0,318829.MGG_05753T0,318829.MGG_08164T0,318829.MGG_12749T0,318829.MGG_17072T0","MGG_01284,MGG_05753,MGG_08164,MGG_12749,MGG_13528",0.0043,0.0178,Redox-active center
Keyword,KW-0677,37,138,318829,"318829.MGG_00456T0,318829.MGG_00748T0,318829.MGG_00913T0,318829.MGG_00917T0,318829.MGG_01108T0,318829.MGG_02370T0,318829.MGG_02460T0,318829.MGG_03116T0,318829.MGG_03196T0,318829.MGG_03536T0,318829.MGG_03564T0,318829.MGG_03736T0,318829.MGG_03872T0,318829.MGG_04478T0,318829.MGG_05201T0,318829.MGG_05319T0,318829.MGG_05438T0,318829.MGG_05637T0,318829.MGG_05753T0,318829.MGG_06180T0,318829.MGG_06332T0,318829.MGG_06389T0,318829.MGG_06405T0,318829.MGG_07066T0,318829.MGG_07087T0,318829.MGG_07323T0,318829.MGG_08053T0,318829.MGG_08164T0,318829.MGG_08708T0,318829.MGG_10059T0,318829.MGG_10492T0,318829.MGG_11577T0,318829.MGG_12839T0,318829.MGG_13803T0,318829.MGG_14350T0,318829.MGG_14666T0,318829.MGG_16149T0","MGG_00456,MGG_00748,MGG_00913,MGG_00917,MGG_01108,MGG_02370,MGG_02460,MGG_03116,MGG_03196,MGG_03536,MGG_03564,MGG_03736,MGG_03872,MGG_04478,MGG_05201,MGG_05319,MGG_05438,MGG_05637,MGG_05753,MGG_06180,MGG_06332,MGG_06389,MGG_06405,MGG_07066,MGG_07087,MGG_07323,MGG_08053,MGG_08164,MGG_08708,MGG_10059,MGG_10492,MGG_11577,PAN1,MGG_13803,MGG_14350,MGG_11532,MGG_06656",0.00076,0.0041,Repeat
Keyword,KW-0679,6,8,318829,"318829.MGG_00647T0,318829.MGG_03073T0,318829.MGG_06192T0,318829.MGG_06685T0,318829.MGG_07542T0,318829.MGG_16866T0","MGG_00647,MGG_03073,MGG_06192,MGG_06685,MGG_07542,MGG_05093",0.0045,0.0182,Respiratory chain
Keyword,KW-0687,106,156,318829,"318829.MGG_00221T0,318829.MGG_00349T0,318829.MGG_00546T0,318829.MGG_00977T0,318829.MGG_01066T0,318829.MGG_01113T0,318829.MGG_01450T0,318829.MGG_01524T0,318829.MGG_01599T0,318829.MGG_02392T0,318829.MGG_02467T0,318829.MGG_02511T0,318829.MGG_02620T0,318829.MGG_02659T0,318829.MGG_02747T0,318829.MGG_02872T0,318829.MGG_02938T0,318829.MGG_02952T0,318829.MGG_02953T0,318829.MGG_03135T0,318829.MGG_03136T0,318829.MGG_03193T0,318829.MGG_03195T0,318829.MGG_03203T0,318829.MGG_03236T0,318829.MGG_03251T0,318829.MGG_03372T0,318829.MGG_03554T0,318829.MGG_03653T0,318829.MGG_03680T0,318829.MGG_03727T0,318829.MGG_03965T0,318829.MGG_03984T0,318829.MGG_04008T0,318829.MGG_04083T0,318829.MGG_04104T0,318829.MGG_04114T0,318829.MGG_04190T0,318829.MGG_04310T0,318829.MGG_04330T0,318829.MGG_04444T0,318829.MGG_04455T0,318829.MGG_04467T0,318829.MGG_04484T0,318829.MGG_04612T0,318829.MGG_04696T0,318829.MGG_04741T0,318829.MGG_04829T0,318829.MGG_04921T0,318829.MGG_04977T0,318829.MGG_05026T0,318829.MGG_05237T0,318829.MGG_05238T0,318829.MGG_05248T0,318829.MGG_05296T0,318829.MGG_05449T0,318829.MGG_05647T0,318829.MGG_05661T0,318829.MGG_05673T0,318829.MGG_05977T0,318829.MGG_05999T0,318829.MGG_06044T0,318829.MGG_06071T0,318829.MGG_06185T0,318829.MGG_06269T0,318829.MGG_06333T0,318829.MGG_06378T0,318829.MGG_06479T0,318829.MGG_06480T0,318829.MGG_06571T0,318829.MGG_06629T0,318829.MGG_06657T0,318829.MGG_06658T0,318829.MGG_06693T0,318829.MGG_06721T0,318829.MGG_06837T0,318829.MGG_06904T0,318829.MGG_06952T0,318829.MGG_06995T0,318829.MGG_07048T0,318829.MGG_07753T0,318829.MGG_07928T0,318829.MGG_07929T0,318829.MGG_08190T0,318829.MGG_08691T0,318829.MGG_08834T0,318829.MGG_08906T0,318829.MGG_09194T0,318829.MGG_09253T0,318829.MGG_09894T0,318829.MGG_09927T0,318829.MGG_10185T0,318829.MGG_10370T0,318829.MGG_10680T0,318829.MGG_10827T0,318829.MGG_11377T0,318829.MGG_11573T0,318829.MGG_11785T0,318829.MGG_12892T0,318829.MGG_13500T0,318829.MGG_13645T0,318829.MGG_13782T0,318829.MGG_14858T0,318829.MGG_16204T0,318829.MGG_16248T0,318829.MGG_16920T0","MGG_00221,MGG_00349,MGG_00546,MGG_00977,MGG_01066,MGG_01113,MGG_01450,MGG_01524,MGG_01599,MGG_02392,MGG_02467,MGG_02511,MGG_02620,MGG_02659,MGG_02747,MGG_02872,MGG_02938,MGG_02952,MGG_02953,MGG_03135,MGG_03136,MGG_03193,MGG_03195,MGG_03203,MGG_03236,MGG_03251,MGG_03372,MGG_03554,MGG_03653,MGG_03680,MGG_03727,MGG_03965,MGG_03984,MGG_04008,MGG_04083,MGG_04104,MGG_04114,MGG_04190,MGG_04310,MGG_04330,MGG_04444,MGG_04455,MGG_04467,MGG_04484,MGG_04612,MGG_04696,MGG_04741,MGG_04829,MGG_04921,MGG_04977,MGG_05026,MGG_05237,MGG_05238,MGG_05248,MGG_05296,MGG_05449,MGG_05647,MGG_05661,MGG_05673,MGG_05977,MGG_05999,MGG_06044,MGG_06071,MGG_06185,MGG_06269,MGG_06333,MGG_06378,MGG_06479,MGG_06480,MGG_06571,MGG_06629,MGG_06657,MGG_06658,MGG_06693,MGG_06721,MGG_06837,MGG_06904,MGG_06952,MGG_06995,MGG_07048,MGG_07753,MGG_07928,MGG_07929,MGG_08190,MGG_08691,MGG_08834,MGG_08906,MGG_09194,MGG_09253,MGG_09894,MGG_09927,MGG_10185,MGG_10370,MGG_10680,MGG_10827,MGG_11377,MGG_11573,MGG_11785,MGG_12892,MGG_13500,MGG_09769,MGG_13782,MGG_14858,MGG_06895,MGG_09222,MGG_07754",7.11e-31,1.55e-28,Ribonucleoprotein
Keyword,KW-0689,92,116,318829,"318829.MGG_00221T0,318829.MGG_00349T0,318829.MGG_00546T0,318829.MGG_01066T0,318829.MGG_01113T0,318829.MGG_01524T0,318829.MGG_01599T0,318829.MGG_02392T0,318829.MGG_02511T0,318829.MGG_02620T0,318829.MGG_02659T0,318829.MGG_02747T0,318829.MGG_02872T0,318829.MGG_02952T0,318829.MGG_02953T0,318829.MGG_03135T0,318829.MGG_03136T0,318829.MGG_03193T0,318829.MGG_03203T0,318829.MGG_03236T0,318829.MGG_03251T0,318829.MGG_03372T0,318829.MGG_03554T0,318829.MGG_03653T0,318829.MGG_03680T0,318829.MGG_03727T0,318829.MGG_03965T0,318829.MGG_03984T0,318829.MGG_04008T0,318829.MGG_04104T0,318829.MGG_04114T0,318829.MGG_04310T0,318829.MGG_04330T0,318829.MGG_04444T0,318829.MGG_04455T0,318829.MGG_04467T0,318829.MGG_04484T0,318829.MGG_04612T0,318829.MGG_04696T0,318829.MGG_04829T0,318829.MGG_04921T0,318829.MGG_04977T0,318829.MGG_05026T0,318829.MGG_05237T0,318829.MGG_05238T0,318829.MGG_05248T0,318829.MGG_05296T0,318829.MGG_05449T0,318829.MGG_05647T0,318829.MGG_05661T0,318829.MGG_05673T0,318829.MGG_06044T0,318829.MGG_06071T0,318829.MGG_06185T0,318829.MGG_06269T0,318829.MGG_06333T0,318829.MGG_06378T0,318829.MGG_06479T0,318829.MGG_06480T0,318829.MGG_06571T0,318829.MGG_06629T0,318829.MGG_06657T0,318829.MGG_06658T0,318829.MGG_06693T0,318829.MGG_06721T0,318829.MGG_06837T0,318829.MGG_06952T0,318829.MGG_06995T0,318829.MGG_07048T0,318829.MGG_07753T0,318829.MGG_07928T0,318829.MGG_07929T0,318829.MGG_08190T0,318829.MGG_08691T0,318829.MGG_08834T0,318829.MGG_08906T0,318829.MGG_09194T0,318829.MGG_09894T0,318829.MGG_09927T0,318829.MGG_10185T0,318829.MGG_10370T0,318829.MGG_10680T0,318829.MGG_10827T0,318829.MGG_11377T0,318829.MGG_11573T0,318829.MGG_11785T0,318829.MGG_12892T0,318829.MGG_13645T0,318829.MGG_13782T0,318829.MGG_14858T0,318829.MGG_16204T0,318829.MGG_16248T0","MGG_00221,MGG_00349,MGG_00546,MGG_01066,MGG_01113,MGG_01524,MGG_01599,MGG_02392,MGG_02511,MGG_02620,MGG_02659,MGG_02747,MGG_02872,MGG_02952,MGG_02953,MGG_03135,MGG_03136,MGG_03193,MGG_03203,MGG_03236,MGG_03251,MGG_03372,MGG_03554,MGG_03653,MGG_03680,MGG_03727,MGG_03965,MGG_03984,MGG_04008,MGG_04104,MGG_04114,MGG_04310,MGG_04330,MGG_04444,MGG_04455,MGG_04467,MGG_04484,MGG_04612,MGG_04696,MGG_04829,MGG_04921,MGG_04977,MGG_05026,MGG_05237,MGG_05238,MGG_05248,MGG_05296,MGG_05449,MGG_05647,MGG_05661,MGG_05673,MGG_06044,MGG_06071,MGG_06185,MGG_06269,MGG_06333,MGG_06378,MGG_06479,MGG_06480,MGG_06571,MGG_06629,MGG_06657,MGG_06658,MGG_06693,MGG_06721,MGG_06837,MGG_06952,MGG_06995,MGG_07048,MGG_07753,MGG_07928,MGG_07929,MGG_08190,MGG_08691,MGG_08834,MGG_08906,MGG_09194,MGG_09894,MGG_09927,MGG_10185,MGG_10370,MGG_10680,MGG_10827,MGG_11377,MGG_11573,MGG_11785,MGG_12892,MGG_09769,MGG_13782,MGG_14858,MGG_06895,MGG_09222",1.73e-30,1.88e-28,Ribosomal protein
Keyword,KW-0690,14,38,318829,"318829.MGG_00178T0,318829.MGG_00482T0,318829.MGG_01671T0,318829.MGG_02460T0,318829.MGG_04179T0,318829.MGG_04885T0,318829.MGG_04993T0,318829.MGG_05810T0,318829.MGG_06522T0,318829.MGG_07136T0,318829.MGG_07718T0,318829.MGG_08908T0,318829.MGG_09302T0,318829.MGG_16901T0","MGG_00178,MGG_00482,MGG_01671,MGG_02460,MGG_04179,MGG_04885,MGG_04993,MGG_05810,MGG_06522,MGG_07136,MGG_07718,MGG_08908,MGG_09302,MGG_12894",0.0036,0.0157,Ribosome biogenesis
Keyword,KW-0694,55,137,318829,"318829.MGG_00341T0,318829.MGG_00348T0,318829.MGG_00444T0,318829.MGG_00482T0,318829.MGG_01268T0,318829.MGG_01292T0,318829.MGG_01450T0,318829.MGG_01519T0,318829.MGG_01520T0,318829.MGG_01524T0,318829.MGG_01746T0,318829.MGG_02620T0,318829.MGG_02747T0,318829.MGG_02806T0,318829.MGG_02952T0,318829.MGG_03195T0,318829.MGG_03388T0,318829.MGG_03506T0,318829.MGG_03607T0,318829.MGG_04179T0,318829.MGG_04190T0,318829.MGG_04482T0,318829.MGG_04647T0,318829.MGG_04667T0,318829.MGG_04885T0,318829.MGG_04993T0,318829.MGG_05112T0,318829.MGG_05264T0,318829.MGG_05673T0,318829.MGG_05706T0,318829.MGG_05810T0,318829.MGG_05977T0,318829.MGG_06218T0,318829.MGG_06400T0,318829.MGG_06522T0,318829.MGG_06668T0,318829.MGG_07033T0,318829.MGG_07252T0,318829.MGG_07327T0,318829.MGG_07333T0,318829.MGG_07511T0,318829.MGG_07718T0,318829.MGG_08741T0,318829.MGG_08898T0,318829.MGG_09885T0,318829.MGG_11418T0,318829.MGG_11457T0,318829.MGG_12101T0,318829.MGG_12370T0,318829.MGG_12403T0,318829.MGG_13217T0,318829.MGG_13453T0,318829.MGG_13526T0,318829.MGG_16901T0,318829.MGG_17596T0","MGG_00341,MGG_00348,MGG_00444,MGG_00482,MGG_01268,MGG_01292,MGG_01450,MGG_01519,MGG_01520,MGG_01524,MGG_01746,MGG_02620,MGG_02747,MGG_02806,MGG_02952,MGG_03195,MGG_03388,MGG_03506,MGG_03607,MGG_04179,MGG_04190,MGG_04482,MGG_04647,MGG_04667,MGG_04885,MGG_04993,MGG_05112,MGG_05264,MGG_05673,MGG_05706,MGG_05810,MGG_05977,MGG_06218,MGG_06400,MGG_06522,MGG_06668,DED1,MGG_07252,MGG_07327,MGG_07333,MGG_07511,MGG_07718,MGG_08741,MGG_08898,MGG_09885,MGG_11418,MGG_11457,MGG_12101,MGG_12370,MGG_12403,MGG_13217,MGG_13453,MGG_13526,MGG_12894,MGG_01907",1.25e-09,2.47e-08,RNA-binding
Keyword,KW-0723,17,51,318829,"318829.MGG_00800T0,318829.MGG_00803T0,318829.MGG_01279T0,318829.MGG_01362T0,318829.MGG_02829T0,318829.MGG_03696T0,318829.MGG_04463T0,318829.MGG_04660T0,318829.MGG_04943T0,318829.MGG_05376T0,318829.MGG_06599T0,318829.MGG_08689T0,318829.MGG_09565T0,318829.MGG_09912T0,318829.MGG_13447T0,318829.MGG_14773T0,318829.MGG_15156T0","MGG_00800,MGG_00803,MGG_01279,MGG_01362,MGG_02829,MGG_03696,MGG_04463,MGG_04660,MGG_04943,MGG_05376,MGG_06599,MGG_08689,MGG_09565,MGG_09912,MGG_13447,MGG_01251,MGG_13131",0.0033,0.0149,Serine/threonine-protein kinase
Keyword,KW-0752,6,9,318829,"318829.MGG_01026T0,318829.MGG_04346T0,318829.MGG_05812T0,318829.MGG_07117T0,318829.MGG_09750T0,318829.MGG_10568T0","MGG_01026,MGG_04346,MGG_05812,MGG_07117,MGG_09750,MGG_10568",0.0068,0.0241,Steroid biosynthesis
Keyword,KW-0753,6,9,318829,"318829.MGG_01026T0,318829.MGG_04346T0,318829.MGG_05812T0,318829.MGG_07117T0,318829.MGG_09750T0,318829.MGG_10568T0","MGG_01026,MGG_04346,MGG_05812,MGG_07117,MGG_09750,MGG_10568",0.0068,0.0241,Steroid metabolism
Keyword,KW-0756,5,8,318829,"318829.MGG_01026T0,318829.MGG_04346T0,318829.MGG_07117T0,318829.MGG_09750T0,318829.MGG_10568T0","MGG_01026,MGG_04346,MGG_07117,MGG_09750,MGG_10568",0.0161,0.0493,Sterol biosynthesis
Keyword,KW-0786,6,7,318829,"318829.MGG_02471T0,318829.MGG_03840T0,318829.MGG_03945T0,318829.MGG_06371T0,318829.MGG_06868T0,318829.MGG_07628T0","MGG_02471,MGG_03840,MGG_03945,MGG_06371,MGG_06868,MGG_07628",0.0029,0.0137,Thiamine pyrophosphate
Keyword,KW-0802,12,29,318829,"318829.MGG_00567T0,318829.MGG_00979T0,318829.MGG_03196T0,318829.MGG_03565T0,318829.MGG_05151T0,318829.MGG_05319T0,318829.MGG_05438T0,318829.MGG_06164T0,318829.MGG_06941T0,318829.MGG_08104T0,318829.MGG_08980T0,318829.MGG_09846T0","MGG_00567,MGG_00979,MGG_03196,MGG_03565,MGG_05151,MGG_05319,MGG_05438,MGG_06164,MGG_06941,MGG_08104,MGG_08980,MGG_09846",0.0032,0.0149,TPR repeat
